date,sales
2016-10-19,2560
2016-10-20,789
2016-10-21,2565
2016-10-22,2565
2016-10-23,435
2016-10-24,2560
2016-10-25,2560
2016-10-26,2569
2016-10-27,879
2016-10-28,2560
2016-10-29,2560
2016-10-30,832
2016-10-31,2565
2016-11-01,2678
2016-11-02,2678
2016-11-03,1244
2016-11-04,2678
2016-11-05,2670
2016-11-06,2670
2016-11-07,546
2016-11-08,2675
2016-11-09,2675
2016-11-10,2678
2016-11-11,3245
2016-11-12,2678
2016-11-13,2678
2016-11-14,2670
2016-11-15,2670
2016-11-16,987
2016-11-17,2675
2016-11-18,2674
2016-11-19,2678
2016-11-20,123
2016-11-21,2678
2016-11-22,2678
2016-11-23,2675
2016-11-24,345
2016-11-25,2670
2016-11-26,2675
2016-11-27,2678
2016-11-28,1387
2016-11-29,2678
2016-11-30,2678
2016-12-01,987
2016-12-02,2690
2016-12-03,2690
2016-12-04,2685
2016-12-05,2685
2016-12-06,2680
2016-12-07,923
2016-12-08,2680
2016-12-09,2690
2016-12-10,2690
2016-12-11,2690
2016-12-12,2685
2016-12-13,2685
2016-12-14,934
2016-12-15,2690
2016-12-16,2690
2016-12-17,2690
2016-12-18,2680
2016-12-19,899
2016-12-20,2685
2016-12-21,2685
2016-12-22,2680
2016-12-23,2690
2016-12-24,2690
2016-12-25,1459
2016-12-26,2685
2016-12-27,2685
2016-12-28,2690
2016-12-29,2690
2016-12-30,1236
2016-12-31,2700
2017-01-01,2800
2017-01-02,2800
2017-01-03,2800
2017-01-04,2803
2017-01-05,989
2017-01-06,2804
2017-01-07,2803
2017-01-08,2800
2017-01-09,2800
2017-01-10,894
2017-01-11,2803
2017-01-12,2804
2017-01-13,2803
2017-01-14,2800
2017-01-15,2800
2017-01-16,768
2017-01-17,2804
2017-01-18,2803
2017-01-19,2804
2017-01-20,1600
2017-01-21,2800
2017-01-22,2800
2017-01-23,2800
2017-01-24,2804
2017-01-25,1234
2017-01-26,2803
2017-01-27,2800
2017-01-28,2800
2017-01-29,2800
2017-01-30,2804
2017-01-31,768
2017-02-01,3000
2017-02-02,3000
2017-02-03,433
2017-02-04,2998
2017-02-05,3002
2017-02-06,3002
2017-02-07,3000
2017-02-08,2345
2017-02-09,3000
2017-02-10,3002
2017-02-11,2998
2017-02-12,2998
2017-02-13,3002
2017-02-14,879
2017-02-15,2998
2017-02-16,3000
2017-02-17,3000
2017-02-18,3000
2017-02-19,765
2017-02-20,2998
2017-02-21,2998
2017-02-22,3002
2017-02-23,3000
2017-02-24,345
2017-02-25,3000
2017-02-26,2998
2017-02-27,2998
2017-02-28,987
2017-03-01,3000
2017-03-02,3000
2017-03-03,3005
2017-03-04,34
2017-03-05,3005
2017-03-06,3000
2017-03-07,2355
2017-03-08,3002
2017-03-09,3002
2017-03-10,3000
2017-03-11,2678
2017-03-12,3005
2017-03-13,987
2017-03-14,9876
2017-03-15,3005
2017-03-16,3005
2017-03-17,1234
2017-03-18,3000
2017-03-19,3000
2017-03-20,987
2017-03-21,3005
2017-03-22,3002
2017-03-23,2456
2017-03-24,3000
2017-03-25,3002
2017-03-26,3005
2017-03-27,1546
2017-03-28,3005
2017-03-29,3000
2017-03-30,3000
2017-03-31,3002
2017-04-01,3036
2017-04-02,3036
2017-04-03,3034
2017-04-04,3034
2017-04-05,1657
2017-04-06,3030
2017-04-07,3036
2017-04-08,3036
2017-04-09,3030
2017-04-10,3030
2017-04-11,879
2017-04-12,3034
2017-04-13,3036
2017-04-14,3036
2017-04-15,3034
2017-04-16,856
2017-04-17,3030
2017-04-18,3030
2017-04-19,3036
2017-04-20,934
2017-04-21,3030
2017-04-22,3034
2017-04-23,3034
2017-04-24,3030
2017-04-25,3036
2017-04-26,645
2017-04-27,3034
2017-04-28,3034
2017-04-29,3036
2017-04-30,3036
2017-05-01,3256
2017-05-02,1234
2017-05-03,3256
2017-05-04,3250
2017-05-05,3254
2017-05-06,3250
2017-05-07,3254
2017-05-08,3256
2017-05-09,546
2017-05-10,3256
2017-05-11,3250
2017-05-12,3254
2017-05-13,3254
2017-05-14,983
2017-05-15,3256
2017-05-16,3256
2017-05-17,3256
2017-05-18,3250
2017-05-19,3250
2017-05-20,3250
2017-05-21,543
2017-05-22,3256
2017-05-23,3256
2017-05-24,3256
2017-05-25,3254
2017-05-26,3250
2017-05-27,345
2017-05-28,3256
2017-05-29,3256
2017-05-30,3256
2017-05-31,986
2017-06-01,4000
2017-06-02,4000
2017-06-03,4000
2017-06-04,4100
2017-06-05,1234
2017-06-06,4100
2017-06-07,4100
2017-06-08,4200
2017-06-09,4000
2017-06-10,4000
2017-06-11,4000
2017-06-12,3245
2017-06-13,4100
2017-06-14,4100
2017-06-15,4200
2017-06-16,4200
2017-06-17,4100
2017-06-18,4100
2017-06-19,4000
2017-06-20,4000
2017-06-21,2567
2017-06-22,4200
2017-06-23,4100
2017-06-24,2876
2017-06-25,4200
2017-06-26,4000
2017-06-27,2983
2017-06-28,4000
2017-06-29,4100
2017-06-30,4100
2017-07-01,4400
2017-07-02,234
2017-07-03,4400
2017-07-04,4400
2017-07-05,4405
2017-07-06,4405
2017-07-07,987
2017-07-08,4398
2017-07-09,4405
2017-07-10,4405
2017-07-11,876
2017-07-12,4400
2017-07-13,4405
2017-07-14,4405
2017-07-15,657
2017-07-16,4404
2017-07-17,4398
2017-07-18,4398
2017-07-19,4404
2017-07-20,876
2017-07-21,4405
2017-07-22,4400
2017-07-23,4400
2017-07-24,454
2017-07-25,4405
2017-07-26,4405
2017-07-27,4398
2017-07-28,4400
2017-07-29,987
2017-07-30,4400
2017-07-31,4400
2017-08-01,4400
2017-08-02,2567
2017-08-03,4400
2017-08-04,4400
2017-08-05,4405
2017-08-06,4405
2017-08-07,1234
2017-08-08,4398
2017-08-09,4405
2017-08-10,4405
2017-08-11,4400
2017-08-12,3457
2017-08-13,4405
2017-08-14,4405
2017-08-15,4398
2017-08-16,4404
2017-08-17,4398
2017-08-18,2345
2017-08-19,4404
2017-08-20,4405
2017-08-21,4405
2017-08-22,4400
2017-08-23,123
2017-08-24,4400
2017-08-25,4405
2017-08-26,4405
2017-08-27,4398
2017-08-28,4400
2017-08-29,4400
2017-08-30,4400
2017-08-31,4400
2017-09-01,4517
2017-09-02,4517
2017-09-03,2342
2017-09-04,4510
2017-09-05,245
2017-09-06,4517
2017-09-07,4517
2017-09-08,4515
2017-09-09,2345
2017-09-10,4510
2017-09-11,4515
2017-09-12,4515
2017-09-13,654
2017-09-14,4517
2017-09-15,4510
2017-09-16,45
2017-09-17,4515
2017-09-18,4515
2017-09-19,2981
2017-09-20,4517
2017-09-21,4515
2017-09-22,4510
2017-09-23,3245
2017-09-24,4510
2017-09-25,4510
2017-09-26,4517
2017-09-27,987
2017-09-28,4510
2017-09-29,4517
2017-09-30,4517
2017-10-01,567
2017-10-02,4545
2017-10-03,4545
2017-10-04,4545
2017-10-05,4542
2017-10-06,4542
2017-10-07,987
2017-10-08,4545
2017-10-09,4539
2017-10-10,4539
2017-10-11,4545
2017-10-12,235
2017-10-13,4545
2017-10-14,4539
2017-10-15,4542
2017-10-16,4542
2017-10-17,4356
2017-10-18,4545
2017-10-19,4545
2017-10-20,4545
2017-10-21,3455
2017-10-22,4539
2017-10-23,4542
2017-10-24,4542
2017-10-25,1234
2017-10-26,4545
2017-10-27,4545
2017-10-28,4545
2017-10-29,543
2017-10-30,4545
2017-10-31,4545
2017-11-01,4745
2017-11-02,567
2017-11-03,4744
2017-11-04,4744
2017-11-05,4745
2017-11-06,876
2017-11-07,4750
2017-11-08,4750
2017-11-09,4750
2017-11-10,4744
2017-11-11,987
2017-11-12,4745
2017-11-13,4744
2017-11-14,435
2017-11-15,4750
2017-11-16,4750
2017-11-17,2346
2017-11-18,4745
2017-11-19,4745
2017-11-20,4744
2017-11-21,2342
2017-11-22,4750
2017-11-23,4750
2017-11-24,3434
2017-11-25,4745
2017-11-26,4750
2017-11-27,4750
2017-11-28,234
2017-11-29,4745
2017-11-30,4745
2017-12-01,5460
2017-12-02,765
2017-12-03,5460
2017-12-04,5458
2017-12-05,5458
2017-12-06,987
2017-12-07,5461
2017-12-08,5460
2017-12-09,5458
2017-12-10,5458
2017-12-11,1245
2017-12-12,5460
2017-12-13,5460
2017-12-14,5461
2017-12-15,345
2017-12-16,5458
2017-12-17,5460
2017-12-18,5460
2017-12-19,5460
2017-12-20,5460
2017-12-21,342
2017-12-22,5458
2017-12-23,5458
2017-12-24,5461
2017-12-25,5460
2017-12-26,5460
2017-12-27,2345
2017-12-28,5460
2017-12-29,2344
2017-12-30,5461
2017-12-31,5460
2018-01-01,324
2018-01-02,6875
2018-01-03,6875
2018-01-04,6873
2018-01-05,234
2018-01-06,6871
2018-01-07,675
2018-01-08,6875
2018-01-09,6875
2018-01-10,234
2018-01-11,6873
2018-01-12,6873
2018-01-13,76
2018-01-14,6871
2018-01-15,2345
2018-01-16,6872
2018-01-17,6875
2018-01-18,6875
2018-01-19,4567
2018-01-20,6873
2018-01-21,6873
2018-01-22,766
2018-01-23,6871
2018-01-24,6872
2018-01-25,6875
2018-01-26,3235
2018-01-27,6875
2018-01-28,6871
2018-01-29,6871
2018-01-30,6873
2018-01-31,3125
2018-02-01,7485
2018-02-02,7485
2018-02-03,7485
2018-02-04,7487
2018-02-05,7484
2018-02-06,7484
2018-02-07,3215
2018-02-08,7485
2018-02-09,7485
2018-02-10,7485
2018-02-11,7484
2018-02-12,4356
2018-02-13,7487
2018-02-14,7487
2018-02-15,7484
2018-02-16,234
2018-02-17,7485
2018-02-18,7485
2018-02-19,7487
2018-02-20,1246
2018-02-21,7484
2018-02-22,7487
2018-02-23,7487
2018-02-24,7485
2018-02-25,1234
2018-02-26,7485
2018-02-27,7484
2018-02-28,7487
2018-03-01,8820
2018-03-02,8820
2018-03-03,5323
2018-03-04,8821
2018-03-05,8822
2018-03-06,8818
2018-03-07,8818
2018-03-08,123
2018-03-09,8818
2018-03-10,8820
2018-03-11,8820
2018-03-12,534
2018-03-13,8822
2018-03-14,8821
2018-03-15,8821
2018-03-16,8820
2018-03-17,8765
2018-03-18,8820
2018-03-19,8818
2018-03-20,5436
2018-03-21,8818
2018-03-22,8821
2018-03-23,8820
2018-03-24,8820
2018-03-25,3245
2018-03-26,8822
2018-03-27,8822
2018-03-28,8821
2018-03-29,8821
2018-03-30,4356
2018-03-31,8822
2018-04-01,6150
2018-04-02,6150
2018-04-03,4356
2018-04-04,6168
2018-04-05,6168
2018-04-06,6150
2018-04-07,4332
2018-04-08,6172
2018-04-09,6172
2018-04-10,6173
2018-04-11,6168
2018-04-12,6168
2018-04-13,3225
2018-04-14,6172
2018-04-15,6172
2018-04-16,6150
2018-04-17,6150
2018-04-18,6150
2018-04-19,1234
2018-04-20,6168
2018-04-21,6168
2018-04-22,988
2018-04-23,6172
2018-04-24,6173
2018-04-25,6150
2018-04-26,6168
2018-04-27,879
2018-04-28,6168
2018-04-29,6150
2018-04-30,6150
2018-05-01,987
2018-05-02,11250
2018-05-03,11250
2018-05-04,11250
2018-05-05,11268
2018-05-06,11268
2018-05-07,1234
2018-05-08,11250
2018-05-09,11250
2018-05-10,11250
2018-05-11,9876
2018-05-12,11268
2018-05-13,11266
2018-05-14,8765
2018-05-15,11268
2018-05-16,11268
2018-05-17,11250
2018-05-18,11250
2018-05-19,11250
2018-05-20,7655
2018-05-21,11268
2018-05-22,11268
2018-05-23,11266
2018-05-24,11266
2018-05-25,11250
2018-05-26,8654
2018-05-27,11268
2018-05-28,11268
2018-05-29,11250
2018-05-30,11250
2018-05-31,11250
2018-06-01,6547
2018-06-02,11062
2018-06-03,11064
2018-06-04,11064
2018-06-05,11062
2018-06-06,11062
2018-06-07,11062
2018-06-08,11064
2018-06-09,11064
2018-06-10,5467
2018-06-11,11062
2018-06-12,11062
2018-06-13,11063
2018-06-14,9876
2018-06-15,11064
2018-06-16,11063
2018-06-17,11062
2018-06-18,11062
2018-06-19,11063
2018-06-20,7689
2018-06-21,11064
2018-06-22,11063
2018-06-23,11062
2018-06-24,11062
2018-06-25,11064
2018-06-26,4567
2018-06-27,11063
2018-06-28,11063
2018-06-29,11062
2018-06-30,11062
2018-07-01,16675
2018-07-02,8769
2018-07-03,16675
2018-07-04,16677
2018-07-05,16677
2018-07-06,16674
2018-07-07,16675
2018-07-08,3456
2018-07-09,16675
2018-07-10,16674
2018-07-11,16677
2018-07-12,16677
2018-07-13,2356
2018-07-14,16674
2018-07-15,16675
2018-07-16,16675
2018-07-17,16675
2018-07-18,16677
2018-07-19,7658
2018-07-20,16674
2018-07-21,16674
2018-07-22,16677
2018-07-23,16677
2018-07-24,16674
2018-07-25,3456
2018-07-26,16675
2018-07-27,16675
2018-07-28,16674
2018-07-29,16677
2018-07-30,11567
2018-07-31,16675
2018-08-01,21700
2018-08-02,23765
2018-08-03,21700
2018-08-04,21696
2018-08-05,10554
2018-08-06,21702
2018-08-07,22876
2018-08-08,21696
2018-08-09,21696
2018-08-10,21700
2018-08-11,12678
2018-08-12,22987
2018-08-13,21696
2018-08-14,21696
2018-08-15,21703
2018-08-16,9435
2018-08-17,21702
2018-08-18,24578
2018-08-19,21696
2018-08-20,21700
2018-08-21,21700
2018-08-22,21700
2018-08-23,23987
2018-08-24,21696
2018-08-25,21702
2018-08-26,7689
2018-08-27,21696
2018-08-28,21696
2018-08-29,23987
2018-08-30,21700
2018-08-31,21700
2018-09-01,29975
2018-09-02,29975
2018-09-03,29975
2018-09-04,29969
2018-09-05,29969
2018-09-06,7658
2018-09-07,32987
2018-09-08,29976
2018-09-09,29975
2018-09-10,29975
2018-09-11,2345
2018-09-12,29975
2018-09-13,30876
2018-09-14,29969
2018-09-15,29976
2018-09-16,29976
2018-09-17,10234
2018-09-18,29969
2018-09-19,29969
2018-09-20,29975
2018-09-21,29975
2018-09-22,30983
2018-09-23,29976
2018-09-24,29976
2018-09-25,29976
2018-09-26,14567
2018-09-27,29975
2018-09-28,29975
2018-09-29,29969
2018-09-30,29975
2018-10-01,12456
2018-10-02,20325
2018-10-03,20325
2018-10-04,20323
2018-10-05,20323
2018-10-06,10234
2018-10-07,20325
2018-10-08,22983
2018-10-09,20325
2018-10-10,9855
2018-10-11,20323
2018-10-12,20326
2018-10-13,22983
2018-10-14,20323
2018-10-15,20323
2018-10-16,8765
2018-10-17,20325
2018-10-18,20325
2018-10-19,20326
2018-10-20,20323
2018-10-21,20323
2018-10-22,20325
2018-10-23,20325
2018-10-24,3456
2018-10-25,20326
2018-10-26,20323
2018-10-27,20323
2018-10-28,20325
2018-10-29,20325
2018-10-30,20325
2018-10-31,9865
2018-11-01,24600
2018-11-02,24600
2018-11-03,9876
2018-11-04,24602
2018-11-05,24602
2018-11-06,24597
2018-11-07,9864
2018-11-08,24600
2018-11-09,24600
2018-11-10,25983
2018-11-11,24602
2018-11-12,24597
2018-11-13,24597
2018-11-14,3423
2018-11-15,24600
2018-11-16,24602
2018-11-17,24602
2018-11-18,24600
2018-11-19,25678
2018-11-20,24597
2018-11-21,24597
2018-11-22,24600
2018-11-23,19873
2018-11-24,24602
2018-11-25,24602
2018-11-26,18764
2018-11-27,24597
2018-11-28,24600
2018-11-29,24600
2018-11-30,17654
2018-12-01,32600
2018-12-02,32600
2018-12-03,32600
2018-12-04,33598
2018-12-05,29876
2018-12-06,34987
2018-12-07,32599
2018-12-08,20032
2018-12-09,32600
2018-12-10,32600
2018-12-11,32600
2018-12-12,9873
2018-12-13,32602
2018-12-14,32599
2018-12-15,32111
2018-12-16,32600
2018-12-17,25987
2018-12-18,32600
2018-12-19,32600
2018-12-20,18976
2018-12-21,32602
2018-12-22,32602
2018-12-23,32599
2018-12-24,32599
2018-12-25,12987
2018-12-26,32602
2018-12-27,32600
2018-12-28,32600
2018-12-29,34987
2018-12-30,32600
2018-12-31,32600
2019-01-01,8325
2019-01-02,6378
2019-01-03,8325
2019-01-04,9000
2019-01-05,8323
2019-01-06,3212
2019-01-07,8325
2019-01-08,8325
2019-01-09,10023
2019-01-10,8326
2019-01-11,8326
2019-01-12,8323
2019-01-13,5678
2019-01-14,8325
2019-01-15,8325
2019-01-16,8325
2019-01-17,9876
2019-01-18,8326
2019-01-19,8325
2019-01-20,8323
2019-01-21,6547
2019-01-22,8326
2019-01-23,8325
2019-01-24,10987
2019-01-25,8325
2019-01-26,8323
2019-01-27,8326
2019-01-28,5467
2019-01-29,8325
2019-01-30,8325
2019-01-31,8325
2019-02-01,7654
2019-02-02,7650
2019-02-03,7650
2019-02-04,7648
2019-02-05,654
2019-02-06,7652
2019-02-07,4323
2019-02-08,7652
2019-02-09,7650
2019-02-10,7650
2019-02-11,10234
2019-02-12,7648
2019-02-13,7652
2019-02-14,7652
2019-02-15,9876
2019-02-16,7650
2019-02-17,7650
2019-02-18,5467
2019-02-19,7648
2019-02-20,7652
2019-02-21,8976
2019-02-22,7652
2019-02-23,7648
2019-02-24,7652
2019-02-25,9876
2019-02-26,7650
2019-02-27,7650
2019-02-28,4356
2019-03-01,14625
2019-03-02,14625
2019-03-03,14625
2019-03-04,12987
2019-03-05,14622
2019-03-06,16789
2019-03-07,14624
2019-03-08,9876
2019-03-09,14625
2019-03-10,14625
2019-03-11,14622
2019-03-12,16273
2019-03-13,14624
2019-03-14,14625
2019-03-15,14625
2019-03-16,12987
2019-03-17,14624
2019-03-18,14622
2019-03-19,12345
2019-03-20,14625
2019-03-21,14625
2019-03-22,15987
2019-03-23,14624
2019-03-24,9878
2019-03-25,14622
2019-03-26,15876
2019-03-27,14624
2019-03-28,10987
2019-03-29,14625
2019-03-30,14625
2019-03-31,9876
2019-04-01,11925
2019-04-02,11925
2019-04-03,13987
2019-04-04,11925
2019-04-05,11927
2019-04-06,12987
2019-04-07,11924
2019-04-08,8792
2019-04-09,11925
2019-04-10,11925
2019-04-11,7869
2019-04-12,11927
2019-04-13,13987
2019-04-14,11924
2019-04-15,11924
2019-04-16,14987
2019-04-17,11927
2019-04-18,9873
2019-04-19,11925
2019-04-20,11925
2019-04-21,11925
2019-04-22,6789
2019-04-23,11924
2019-04-24,11926
2019-04-25,13987
2019-04-26,11927
2019-04-27,11925
2019-04-28,11925
2019-04-29,11925
2019-04-30,15678
2019-05-01,16350
2019-05-02,12987
2019-05-03,16350
2019-05-04,16354
2019-05-05,16354
2019-05-06,17832
2019-05-07,16349
2019-05-08,16350
2019-05-09,16350
2019-05-10,18003
2019-05-11,16354
2019-05-12,16354
2019-05-13,9876
2019-05-14,16350
2019-05-15,16350
2019-05-16,13876
2019-05-17,16354
2019-05-18,16349
2019-05-19,16349
2019-05-20,16353
2019-05-21,1235
2019-05-22,16350
2019-05-23,16350
2019-05-24,16354
2019-05-25,17892
2019-05-26,16353
2019-05-27,16349
2019-05-28,16349
2019-05-29,18000
2019-05-30,16350
2019-05-31,16350
2019-06-01,25025
2019-06-02,25025
2019-06-03,19876
2019-06-04,25019
2019-06-05,25019
2019-06-06,17862
2019-06-07,25023
2019-06-08,25025
2019-06-09,27002
2019-06-10,25025
2019-06-11,25019
2019-06-12,25019
2019-06-13,26789
2019-06-14,25023
2019-06-15,25025
2019-06-16,19876
2019-06-17,25025
2019-06-18,25024
2019-06-19,25025
2019-06-20,17865
2019-06-21,25023
2019-06-22,25019
2019-06-23,18765
2019-06-24,25023
2019-06-25,25023
2019-06-26,27654
2019-06-27,25019
2019-06-28,25025
2019-06-29,16782
2019-06-30,25025
2019-07-01,15650
2019-07-02,15650
2019-07-03,12987
2019-07-04,15654
2019-07-05,9876
2019-07-06,15652
2019-07-07,15650
2019-07-08,15650
2019-07-09,15650
2019-07-10,7896
2019-07-11,15654
2019-07-12,15652
2019-07-13,17002
2019-07-14,15652
2019-07-15,15650
2019-07-16,18003
2019-07-17,15650
2019-07-18,15652
2019-07-19,13987
2019-07-20,15654
2019-07-21,15650
2019-07-22,12986
2019-07-23,15650
2019-07-24,15654
2019-07-25,15654
2019-07-26,9878
2019-07-27,15652
2019-07-28,15650
2019-07-29,15650
2019-07-30,16789
2019-07-31,15650
2019-08-01,16025
2019-08-02,16025
2019-08-03,12098
2019-08-04,16023
2019-08-05,16023
2019-08-06,18003
2019-08-07,16024
2019-08-08,9876
2019-08-09,16025
2019-08-10,16025
2019-08-11,12987
2019-08-12,16024
2019-08-13,14987
2019-08-14,16023
2019-08-15,16025
2019-08-16,17034
2019-08-17,16025
2019-08-18,16024
2019-08-19,17083
2019-08-20,16023
2019-08-21,16024
2019-08-22,10223
2019-08-23,16025
2019-08-24,16025
2019-08-25,16025
2019-08-26,13008
2019-08-27,16024
2019-08-28,16023
2019-08-29,16025
2019-08-30,16025
2019-08-31,16025
2019-09-01,14876
2019-09-02,23025
2019-09-03,23025
2019-09-04,23029
2019-09-05,24002
2019-09-06,23024
2019-09-07,23024
2019-09-08,23025
2019-09-09,19876
2019-09-10,23025
2019-09-11,23029
2019-09-12,23029
2019-09-13,23024
2019-09-14,20876
2019-09-15,23025
2019-09-16,23025
2019-09-17,23025
2019-09-18,23024
2019-09-19,21098
2019-09-20,23029
2019-09-21,23029
2019-09-22,23025
2019-09-23,23025
2019-09-24,25031
2019-09-25,23024
2019-09-26,23029
2019-09-27,25003
2019-09-28,23025
2019-09-29,23025
2019-09-30,23025
2019-10-01,18612
2019-10-02,16789
2019-10-03,18612
2019-10-04,18615
2019-10-05,10298
2019-10-06,18613
2019-10-07,18613
2019-10-08,19876
2019-10-09,18612
2019-10-10,18612
2019-10-11,18615
2019-10-12,20004
2019-10-13,18613
2019-10-14,18613
2019-10-15,18615
2019-10-16,16534
2019-10-17,18612
2019-10-18,18612
2019-10-19,18613
2019-10-20,18615
2019-10-21,18615
2019-10-22,15678
2019-10-23,18612
2019-10-24,18612
2019-10-25,14987
2019-10-26,18613
2019-10-27,18615
2019-10-28,19002
2019-10-29,18612
2019-10-30,18612
2019-10-31,18612
2019-11-01,19301
2019-11-02,19301
2019-11-03,20002
2019-11-04,19297
2019-11-05,19302
2019-11-06,18765
2019-11-07,19301
2019-11-08,19301
2019-11-09,19301
2019-11-10,17654
2019-11-11,19297
2019-11-12,19302
2019-11-13,19302
2019-11-14,20213
2019-11-15,19301
2019-11-16,19301
2019-11-17,19301
2019-11-18,19302
2019-11-19,17654
2019-11-20,19297
2019-11-21,19301
2019-11-22,19301
2019-11-23,19301
2019-11-24,15678
2019-11-25,19297
2019-11-26,19302
2019-11-27,19302
2019-11-28,19301
2019-11-29,20653
2019-11-30,19301
2019-12-01,18612
2019-12-02,18612
2019-12-03,18612
2019-12-04,16789
2019-12-05,18610
2019-12-06,18613
2019-12-07,18613
2019-12-08,18613
2019-12-09,19876
2019-12-10,18612
2019-12-11,18612
2019-12-12,18610
2019-12-13,17896
2019-12-14,18613
2019-12-15,18613
2019-12-16,18612
2019-12-17,18612
2019-12-18,20043
2019-12-19,18610
2019-12-20,18610
2019-12-21,18613
2019-12-22,18612
2019-12-23,15678
2019-12-24,18612
2019-12-25,18613
2019-12-26,18610
2019-12-27,18610
2019-12-28,18613
2019-12-29,17654
2019-12-30,18612
2019-12-31,18612
2020-01-01,22350
2020-01-02,22350
2020-01-03,20876
2020-01-04,22355
2020-01-05,22355
2020-01-06,22349
2020-01-07,19863
2020-01-08,22350
2020-01-09,22355
2020-01-10,22355
2020-01-11,23008
2020-01-12,22349
2020-01-13,22349
2020-01-14,22355
2020-01-15,19876
2020-01-16,22350
2020-01-17,22350
2020-01-18,22350
2020-01-19,22349
2020-01-20,18752
2020-01-21,22355
2020-01-22,22349
2020-01-23,22350
2020-01-24,23145
2020-01-25,22355
2020-01-26,22349
2020-01-27,22349
2020-01-28,22349
2020-01-29,23415
2020-01-30,22350
2020-01-31,22350
2020-02-01,19832
2020-02-02,20450
2020-02-03,20450
2020-02-04,20458
2020-02-05,18753
2020-02-06,20448
2020-02-07,20448
2020-02-08,20448
2020-02-09,20450
2020-02-10,22345
2020-02-11,20450
2020-02-12,20458
2020-02-13,20458
2020-02-14,20448
2020-02-15,19863
2020-02-16,20450
2020-02-17,20450
2020-02-18,20450
2020-02-19,20458
2020-02-20,18732
2020-02-21,20448
2020-02-22,20450
2020-02-23,20450
2020-02-24,20450
2020-02-25,20458
2020-02-26,20458
2020-02-27,21345
2020-02-28,20450
2020-02-29,20450
2020-03-01,10000
2020-03-02,10000
2020-03-03,8976
2020-03-04,10002
2020-03-05,10002
2020-03-06,12035
2020-03-07,10005
2020-03-08,10000
2020-03-09,8796
2020-03-10,10000
2020-03-11,10002
2020-03-12,10002
2020-03-13,9086
2020-03-14,10005
2020-03-15,10005
2020-03-16,11234
2020-03-17,10000
2020-03-18,10002
2020-03-19,10002
2020-03-20,12345
2020-03-21,10005
2020-03-22,10000
2020-03-23,9879
2020-03-24,10002
2020-03-25,10002
2020-03-26,10005
2020-03-27,10005
2020-03-28,9869
2020-03-29,10000
2020-03-30,10000
2020-03-31,10000
2020-04-01,6624
2020-04-02,6624
2020-04-03,6457
2020-04-04,6626
2020-04-05,6622
2020-04-06,6876
2020-04-07,6624
2020-04-08,6624
2020-04-09,6624
2020-04-10,6789
2020-04-11,6622
2020-04-12,6626
2020-04-13,6622
2020-04-14,6624
2020-04-15,6901
2020-04-16,6624
2020-04-17,6622
2020-04-18,5987
2020-04-19,6623
2020-04-20,6626
2020-04-21,6624
2020-04-22,5898
2020-04-23,6624
2020-04-24,6626
2020-04-25,6098
2020-04-26,6626
2020-04-27,6623
2020-04-28,6802
2020-04-29,6624
2020-04-30,6624
2020-05-01,14720
2020-05-02,12876
2020-05-03,14720
2020-05-04,14724
2020-05-05,15672
2020-05-06,14718
2020-05-07,14718
2020-05-08,13987
2020-05-09,14720
2020-05-10,14720
2020-05-11,12765
2020-05-12,14724
2020-05-13,14718
2020-05-14,15647
2020-05-15,14720
2020-05-16,14720
2020-05-17,14720
2020-05-18,13652
2020-05-19,14724
2020-05-20,14724
2020-05-21,12987
2020-05-22,14720
2020-05-23,14720
2020-05-24,14720
2020-05-25,12876
2020-05-26,14724
2020-05-27,14718
2020-05-28,14718
2020-05-29,15298
2020-05-30,14720
2020-05-31,14720
2020-06-01,15456
2020-06-02,16872
2020-06-03,15456
2020-06-04,15460
2020-06-05,13765
2020-06-06,15454
2020-06-07,15456
2020-06-08,15456
2020-06-09,12876
2020-06-10,15460
2020-06-11,15460
2020-06-12,12765
2020-06-13,15453
2020-06-14,15456
2020-06-15,15456
2020-06-16,16234
2020-06-17,15453
2020-06-18,15454
2020-06-19,15460
2020-06-20,16753
2020-06-21,15456
2020-06-22,15456
2020-06-23,15456
2020-06-24,13653
2020-06-25,15453
2020-06-26,15460
2020-06-27,15460
2020-06-28,12654
2020-06-29,15456
2020-06-30,15456
2020-07-01,48846
2020-07-02,48846
2020-07-03,50002
2020-07-04,48844
2020-07-05,48844
2020-07-06,46789
2020-07-07,48848
2020-07-08,48846
2020-07-09,48846
2020-07-10,39876
2020-07-11,48848
2020-07-12,48848
2020-07-13,49001
2020-07-14,48844
2020-07-15,48844
2020-07-16,48846
2020-07-17,38976
2020-07-18,48846
2020-07-19,48844
2020-07-20,48844
2020-07-21,40987
2020-07-22,48846
2020-07-23,48846
2020-07-24,48844
2020-07-25,48844
2020-07-26,49075
2020-07-27,48848
2020-07-28,48844
2020-07-29,50873
2020-07-30,48846
2020-07-31,48846
2020-08-01,43418
2020-08-02,43418
2020-08-03,40982
2020-08-04,43416
2020-08-05,43420
2020-08-06,45643
2020-08-07,43416
2020-08-08,43416
2020-08-09,40987
2020-08-10,43418
2020-08-11,43418
2020-08-12,44876
2020-08-13,43420
2020-08-14,43416
2020-08-15,40987
2020-08-16,43420
2020-08-17,43420
2020-08-18,42987
2020-08-19,43418
2020-08-20,43418
2020-08-21,43420
2020-08-22,45001
2020-08-23,43416
2020-08-24,43416
